μ子数据
开始时间,19:22:03
测量时间,592.6
μ子衰变数,10330
μ子通量数,1718
日期时间,μ子寿命
20221205 19:28:05,0.2
20221205 19:28:05,2.7
20221205 19:28:05,2.51
20221205 19:28:05,5.69
20221205 19:28:05,0.43
20221205 19:28:05,2.02
20221205 19:28:05,0.33
20221205 19:28:05,0.38
20221205 19:28:05,0.49
20221205 19:28:05,0.16
20221205 19:28:05,0.94
20221205 19:28:05,4.71
20221205 19:28:05,0.81
20221205 19:28:06,1.89
20221205 19:28:06,1.79
20221205 19:28:06,7.11
20221205 19:28:06,0.47
20221205 19:28:06,3.47
20221205 19:28:06,0.98
20221205 19:28:06,0.43
20221205 19:28:06,2.25
20221205 19:28:06,5.62
20221205 19:28:06,0.67
20221205 19:28:06,3.15
20221205 19:28:06,0.5
20221205 19:28:06,2.57
20221205 19:28:06,1.75
20221205 19:28:06,3.58
20221205 19:28:06,0.77
20221205 19:28:06,2.87
20221205 19:28:06,0.1
20221205 19:28:06,0.46
20221205 19:28:06,0.87
20221205 19:28:07,0.24
20221205 19:28:07,1.5
20221205 19:28:07,1.76
20221205 19:28:07,0.38
20221205 19:28:07,7.27
20221205 19:28:07,2.27
20221205 19:28:07,2.44
20221205 19:28:07,1.32
20221205 19:28:07,3.68
20221205 19:28:07,1.04
20221205 19:28:07,2.42
20221205 19:28:07,0.84
20221205 19:28:07,1.27
20221205 19:28:07,1.23
20221205 19:28:07,0.62
20221205 19:28:07,0.31
20221205 19:28:07,9.59
20221205 19:28:07,0.96
20221205 19:28:07,0.14
20221205 19:28:08,1.8
20221205 19:28:08,0.55
20221205 19:28:08,3.31
20221205 19:28:08,0.78
20221205 19:28:08,3.48
20221205 19:28:08,1.49
20221205 19:28:08,2.16
20221205 19:28:08,2.08
20221205 19:28:08,1.58
20221205 19:28:08,0.61
20221205 19:28:08,1.17
20221205 19:28:08,2.47
20221205 19:28:08,6.08
20221205 19:28:08,3.32
20221205 19:28:08,1.8
20221205 19:28:08,5.38
20221205 19:28:08,3.04
20221205 19:28:09,0.63
20221205 19:28:09,0.96
20221205 19:28:09,4.48
20221205 19:28:09,2.39
20221205 19:28:09,8.53
20221205 19:28:09,1.51
20221205 19:28:09,8.22
20221205 19:28:09,5.53
20221205 19:28:09,3.26
20221205 19:28:09,0.43
20221205 19:28:09,6.13
20221205 19:28:10,2.1
20221205 19:28:10,0.38
20221205 19:28:10,4.12
20221205 19:28:10,0.92
20221205 19:28:10,10.33
20221205 19:28:10,0.24
20221205 19:28:10,2.19
20221205 19:28:10,1.09
20221205 19:28:10,8.97
20221205 19:28:10,2.56
20221205 19:28:10,0.51
20221205 19:28:10,0.28
20221205 19:28:10,4.25
20221205 19:28:10,3.28
20221205 19:28:11,1.32
20221205 19:28:11,2.87
20221205 19:28:11,1.12
20221205 19:28:11,0.87
20221205 19:28:11,2.04
20221205 19:28:11,7.51
20221205 19:28:11,3.8
20221205 19:28:11,2.07
20221205 19:28:11,1.07
20221205 19:28:11,3.74
20221205 19:28:11,1.79
20221205 19:28:11,0.15
20221205 19:28:11,2.11
20221205 19:28:11,0.15
20221205 19:28:11,6
20221205 19:28:11,1.02
20221205 19:28:12,2.23
20221205 19:28:12,1.74
20221205 19:28:12,1.81
20221205 19:28:12,2.04
20221205 19:28:12,1.54
20221205 19:28:12,0.35
20221205 19:28:12,3.36
20221205 19:28:12,3.87
20221205 19:28:12,0.79
20221205 19:28:12,7.98
20221205 19:28:12,6.52
20221205 19:28:12,4.36
20221205 19:28:12,0.94
20221205 19:28:12,1.8
20221205 19:28:12,0.16
20221205 19:28:12,7.47
20221205 19:28:12,0.39
20221205 19:28:12,0.24
20221205 19:28:12,1.68
20221205 19:28:12,2.64
20221205 19:28:13,4.66
20221205 19:28:13,1.7
20221205 19:28:13,2.12
20221205 19:28:13,0.25
20221205 19:28:13,0.75
20221205 19:28:13,3.89
20221205 19:28:13,0.36
20221205 19:28:13,0.64
20221205 19:28:13,3.81
20221205 19:28:13,0.36
20221205 19:28:13,6.25
20221205 19:28:13,0.4
20221205 19:28:13,0.32
20221205 19:28:13,1.8
20221205 19:28:13,3.39
20221205 19:28:13,9.95
20221205 19:28:13,5.34
20221205 19:28:13,0.6
20221205 19:28:13,0.92
20221205 19:28:13,1.6
20221205 19:28:14,6.85
20221205 19:28:14,1.4
20221205 19:28:14,1.18
20221205 19:28:14,3
20221205 19:28:14,5.9
20221205 19:28:14,1.5
20221205 19:28:14,3.65
20221205 19:28:14,4.97
20221205 19:28:14,0.93
20221205 19:28:14,0.87
20221205 19:28:14,0.13
20221205 19:28:14,1.75
20221205 19:28:14,1.21
20221205 19:28:14,2.33
20221205 19:28:14,5.17
20221205 19:28:14,2.34
20221205 19:28:14,0.14
20221205 19:28:14,0.68
20221205 19:28:15,2.53
20221205 19:28:15,0.73
20221205 19:28:15,1.63
20221205 19:28:15,7.28
20221205 19:28:15,0.31
20221205 19:28:15,0.29
20221205 19:28:15,1.96
20221205 19:28:15,2.35
20221205 19:28:15,2.94
20221205 19:28:15,0.32
20221205 19:28:15,5.01
20221205 19:28:15,0.34
20221205 19:28:15,3.9
20221205 19:28:15,2.24
20221205 19:28:15,1.32
20221205 19:28:15,0.17
20221205 19:28:15,6.1
20221205 19:28:15,0.14
20221205 19:28:15,0.51
20221205 19:28:15,2.79
20221205 19:28:15,1.05
20221205 19:28:15,0.75
20221205 19:28:16,1.65
20221205 19:28:16,3.64
20221205 19:28:16,3.93
20221205 19:28:16,0.14
20221205 19:28:16,1.46
20221205 19:28:16,0.83
20221205 19:28:16,0.52
20221205 19:28:16,1.81
20221205 19:28:16,2.1
20221205 19:28:16,0.1
20221205 19:28:16,0.27
20221205 19:28:16,0.91
20221205 19:28:16,0.87
20221205 19:28:16,1.58
20221205 19:28:16,0.19
20221205 19:28:17,1.18
20221205 19:28:17,6.11
20221205 19:28:17,7.53
20221205 19:28:17,8.1
20221205 19:28:17,3.01
20221205 19:28:17,1.47
20221205 19:28:17,0.22
20221205 19:28:17,0.92
20221205 19:28:17,2.35
20221205 19:28:17,5.89
20221205 19:28:17,0.29
20221205 19:28:17,1.66
20221205 19:28:17,0.22
20221205 19:28:17,0.98
20221205 19:28:17,3.69
20221205 19:28:17,2.25
20221205 19:28:17,1.43
20221205 19:28:17,7.42
20221205 19:28:17,0.54
20221205 19:28:18,1.6
20221205 19:28:18,2.58
20221205 19:28:18,1.6
20221205 19:28:18,0.23
20221205 19:28:18,3.26
20221205 19:28:18,1.52
20221205 19:28:18,0.99
20221205 19:28:18,2.28
20221205 19:28:18,3.23
20221205 19:28:18,0.31
20221205 19:28:18,0.9
20221205 19:28:18,2.42
20221205 19:28:18,1.41
20221205 19:28:18,3.37
20221205 19:28:18,1.06
20221205 19:28:18,2.17
20221205 19:28:18,0.85
20221205 19:28:18,6
20221205 19:28:18,1.01
20221205 19:28:18,0.46
20221205 19:28:18,2.86
20221205 19:28:18,0.15
20221205 19:28:18,2.46
20221205 19:28:18,0.16
20221205 19:28:18,5.83
20221205 19:28:19,0.45
20221205 19:28:19,1.09
20221205 19:28:19,1.85
20221205 19:28:19,2.59
20221205 19:28:19,0.55
20221205 19:28:19,1.42
20221205 19:28:19,3.6
20221205 19:28:19,0.13
20221205 19:28:19,2.98
20221205 19:28:19,2.87
20221205 19:28:19,1.86
20221205 19:28:19,0.63
20221205 19:28:19,2.79
20221205 19:28:19,0.44
20221205 19:28:19,4.17
20221205 19:28:20,3.24
20221205 19:28:20,3.48
20221205 19:28:20,0.96
20221205 19:28:20,1.17
20221205 19:28:20,0.36
20221205 19:28:20,2.27
20221205 19:28:20,1.33
20221205 19:28:20,0.19
20221205 19:28:20,2.23
20221205 19:28:20,2.14
20221205 19:28:20,5.48
20221205 19:28:20,1.5
20221205 19:28:20,2.28
20221205 19:28:20,2.24
20221205 19:28:21,1.35
20221205 19:28:21,0.14
20221205 19:28:21,2.18
20221205 19:28:21,4.39
20221205 19:28:21,0.52
20221205 19:28:21,0.22
20221205 19:28:21,0.33
20221205 19:28:21,0.85
20221205 19:28:21,5.66
20221205 19:28:21,0.53
20221205 19:28:21,3.07
20221205 19:28:21,0.35
20221205 19:28:21,1.97
20221205 19:28:21,5.16
20221205 19:28:21,0.78
20221205 19:28:21,1.71
20221205 19:28:21,2.71
20221205 19:28:22,0.15
20221205 19:28:22,0.93
20221205 19:28:22,5.48
20221205 19:28:22,3.63
20221205 19:28:22,1.07
20221205 19:28:22,1.76
20221205 19:28:22,0.15
20221205 19:28:22,3.85
20221205 19:28:22,1.52
20221205 19:28:22,0.23
20221205 19:28:22,1.36
20221205 19:28:22,1.13
20221205 19:28:22,2.37
20221205 19:28:22,5.73
20221205 19:28:22,0.26
20221205 19:28:22,1.01
20221205 19:28:23,2.12
20221205 19:28:23,2.23
20221205 19:28:23,1.6
20221205 19:28:23,3.98
20221205 19:28:23,0.28
20221205 19:28:23,4.84
20221205 19:28:23,1.2
20221205 19:28:23,1.1
20221205 19:28:23,5.03
20221205 19:28:24,11.93
20221205 19:28:24,5.11
20221205 19:28:24,0.18
20221205 19:28:24,0.48
20221205 19:28:24,0.33
20221205 19:28:24,10.45
20221205 19:28:24,1.27
20221205 19:28:24,3.74
20221205 19:28:24,1.19
20221205 19:28:24,5.44
20221205 19:28:24,6.24
20221205 19:28:24,3.74
20221205 19:28:24,1.14
20221205 19:28:24,0.96
20221205 19:28:24,0.33
20221205 19:28:24,0.55
20221205 19:28:24,0.27
20221205 19:28:24,0.11
20221205 19:28:24,0.72
20221205 19:28:24,1.46
20221205 19:28:24,1.74
20221205 19:28:24,0.47
20221205 19:28:25,1.25
20221205 19:28:25,5.53
20221205 19:28:25,2.67
20221205 19:28:25,1.3
20221205 19:28:25,0.7
20221205 19:28:25,0.71
20221205 19:28:25,2.27
20221205 19:28:25,0.19
20221205 19:28:25,2.04
20221205 19:28:25,1.22
20221205 19:28:25,1.2
20221205 19:28:25,3.41
20221205 19:28:25,0.51
20221205 19:28:25,0.56
20221205 19:28:25,0.22
20221205 19:28:26,0.13
20221205 19:28:26,1.96
20221205 19:28:26,4.98
20221205 19:28:26,3.02
20221205 19:28:26,0.63
20221205 19:28:26,0.22
20221205 19:28:26,3.93
20221205 19:28:26,7.23
20221205 19:28:26,0.37
20221205 19:28:26,0.32
20221205 19:28:26,0.36
20221205 19:28:26,0.23
20221205 19:28:26,1.01
20221205 19:28:26,4.23
20221205 19:28:26,0.83
20221205 19:28:26,2.33
20221205 19:28:26,5.76
20221205 19:28:26,0.27
20221205 19:28:27,0.38
20221205 19:28:27,0.47
20221205 19:28:27,0.94
20221205 19:28:27,0.23
20221205 19:28:27,2.67
20221205 19:28:27,0.98
20221205 19:28:27,1.89
20221205 19:28:27,0.32
20221205 19:28:27,0.62
20221205 19:28:27,0.6
20221205 19:28:27,0.85
20221205 19:28:27,1.27
20221205 19:28:27,2.76
20221205 19:28:27,4.09
20221205 19:28:27,0.54
20221205 19:28:28,9.23
20221205 19:28:28,10.63
20221205 19:28:28,2.06
20221205 19:28:28,3.25
20221205 19:28:28,1.88
20221205 19:28:28,2.02
20221205 19:28:28,1.24
20221205 19:28:28,2.33
20221205 19:28:28,1.21
20221205 19:28:28,8.99
20221205 19:28:28,1.46
20221205 19:28:28,2.5
20221205 19:28:28,0.91
20221205 19:28:28,2.51
20221205 19:28:29,1.11
20221205 19:28:29,3.9
20221205 19:28:29,3
20221205 19:28:29,0.71
20221205 19:28:29,0.27
20221205 19:28:29,1.58
20221205 19:28:29,3.02
20221205 19:28:29,0.44
20221205 19:28:29,2.44
20221205 19:28:29,8.85
20221205 19:28:29,0.28
20221205 19:28:29,0.22
20221205 19:28:29,4.88
20221205 19:28:29,1.46
20221205 19:28:29,4.14
20221205 19:28:29,1.54
20221205 19:28:29,1.26
20221205 19:28:29,5.48
20221205 19:28:29,0.72
20221205 19:28:29,0.35
20221205 19:28:30,2.18
20221205 19:28:30,2.93
20221205 19:28:30,2.22
20221205 19:28:30,2.44
20221205 19:28:30,1.11
20221205 19:28:30,1.05
20221205 19:28:30,3.59
20221205 19:28:30,0.3
20221205 19:28:30,1.41
20221205 19:28:30,0.57
20221205 19:28:30,1.83
20221205 19:28:30,1.65
20221205 19:28:30,1.22
20221205 19:28:31,1.69
20221205 19:28:31,0.85
20221205 19:28:31,3.76
20221205 19:28:31,4.09
20221205 19:28:31,0.24
20221205 19:28:31,0.76
20221205 19:28:31,3.22
20221205 19:28:31,0.74
20221205 19:28:31,2.75
20221205 19:28:31,0.98
20221205 19:28:31,3.74
20221205 19:28:31,0.7
20221205 19:28:31,2.39
20221205 19:28:31,4.41
20221205 19:28:31,1.81
20221205 19:28:31,3.66
20221205 19:28:31,2.75
20221205 19:28:31,0.53
20221205 19:28:31,1.12
20221205 19:28:31,0.29
20221205 19:28:31,0.19
20221205 19:28:32,0.69
20221205 19:28:32,4.91
20221205 19:28:32,1.71
20221205 19:28:32,1.03
20221205 19:28:32,3.14
20221205 19:28:32,0.54
20221205 19:28:32,0.4
20221205 19:28:32,1.05
20221205 19:28:32,1.9
20221205 19:28:32,0.37
20221205 19:28:32,4.07
20221205 19:28:32,1.08
20221205 19:28:32,1.85
20221205 19:28:32,0.54
20221205 19:28:32,2.03
20221205 19:28:32,1.5
20221205 19:28:32,2.03
20221205 19:28:32,2.4
20221205 19:28:32,0.81
20221205 19:28:32,6.52
20221205 19:28:32,2.06
20221205 19:28:32,0.33
20221205 19:28:32,10.5
20221205 19:28:32,0.4
20221205 19:28:32,5.46
20221205 19:28:32,0.73
20221205 19:28:33,0.16
20221205 19:28:33,1.29
20221205 19:28:33,1.15
20221205 19:28:33,0.69
20221205 19:28:33,0.87
20221205 19:28:33,1.32
20221205 19:28:33,3.44
20221205 19:28:33,2.99
20221205 19:28:33,3.4
20221205 19:28:33,6.12
20221205 19:28:33,4.16
20221205 19:28:33,1.41
20221205 19:28:33,3.97
20221205 19:28:33,1.61
20221205 19:28:34,2.19
20221205 19:28:34,2.95
20221205 19:28:34,0.59
20221205 19:28:34,1.22
20221205 19:28:34,1.43
20221205 19:28:34,4.07
20221205 19:28:34,1.57
20221205 19:28:34,1.4
20221205 19:28:34,2.94
20221205 19:28:34,3.58
20221205 19:28:34,2.95
20221205 19:28:34,1.52
20221205 19:28:34,0.95
20221205 19:28:35,10.4
20221205 19:28:35,1.22
20221205 19:28:35,2.71
20221205 19:28:35,0.73
20221205 19:28:35,1.16
20221205 19:28:35,1.37
20221205 19:28:35,3.4
20221205 19:28:35,1.19
20221205 19:28:35,2.11
20221205 19:28:35,1.55
20221205 19:28:35,0.19
20221205 19:28:35,0.1
20221205 19:28:35,0.46
20221205 19:28:35,1.28
20221205 19:28:35,1.45
20221205 19:28:35,6.29
20221205 19:28:35,2.4
20221205 19:28:35,6.49
20221205 19:28:36,1.38
20221205 19:28:36,2.81
20221205 19:28:36,1.76
20221205 19:28:36,0.8
20221205 19:28:36,3.03
20221205 19:28:36,0.44
20221205 19:28:36,5.91
20221205 19:28:36,1.42
20221205 19:28:36,2.22
20221205 19:28:36,0.68
20221205 19:28:36,1.58
20221205 19:28:36,0.86
20221205 19:28:36,2.97
20221205 19:28:36,5.83
20221205 19:28:36,1.68
20221205 19:28:36,1.61
20221205 19:28:36,0.13
20221205 19:28:36,0.62
20221205 19:28:36,12.69
20221205 19:28:37,1.02
20221205 19:28:37,2.8
20221205 19:28:37,8.9
20221205 19:28:37,0.77
20221205 19:28:37,4.34
20221205 19:28:37,0.69
20221205 19:28:37,0.34
20221205 19:28:37,3.94
20221205 19:28:37,2.07
20221205 19:28:37,4.07
20221205 19:28:37,6.16
20221205 19:28:37,5.68
20221205 19:28:37,0.72
20221205 19:28:37,0.92
20221205 19:28:37,0.99
20221205 19:28:37,2.32
20221205 19:28:37,0.53
20221205 19:28:37,5.54
20221205 19:28:37,1.17
20221205 19:28:37,0.51
20221205 19:28:37,0.23
20221205 19:28:37,3.63
20221205 19:28:37,2.13
20221205 19:28:38,1.33
20221205 19:28:38,1.88
20221205 19:28:38,4.13
20221205 19:28:38,8.22
20221205 19:28:38,7.25
20221205 19:28:38,12.76
20221205 19:28:38,1.73
20221205 19:28:38,0.13
20221205 19:28:38,0.78
20221205 19:28:38,0.27
20221205 19:28:38,1.32
20221205 19:28:38,3.51
20221205 19:28:38,0.16
20221205 19:28:38,3.19
20221205 19:28:38,9.1
20221205 19:28:38,0.65
20221205 19:28:38,0.57
20221205 19:28:38,0.97
20221205 19:28:38,0.85
20221205 19:28:38,1
20221205 19:28:38,0.35
20221205 19:28:38,0.17
20221205 19:28:39,0.38
20221205 19:28:39,1.83
20221205 19:28:39,3.68
20221205 19:28:39,0.4
20221205 19:28:39,1.58
20221205 19:28:39,3.13
20221205 19:28:39,1.18
20221205 19:28:39,3.47
20221205 19:28:39,0.59
20221205 19:28:39,0.44
20221205 19:28:39,0.88
20221205 19:28:39,1.08
20221205 19:28:39,1.72
20221205 19:28:39,1.26
20221205 19:28:39,1.68
20221205 19:28:39,4.14
20221205 19:28:39,2.27
20221205 19:28:40,2.23
20221205 19:28:40,2.9
20221205 19:28:40,0.75
20221205 19:28:40,2.35
20221205 19:28:40,4.71
20221205 19:28:40,0.18
20221205 19:28:40,2.12
20221205 19:28:40,2.53
20221205 19:28:40,3.79
20221205 19:28:40,10.94
20221205 19:28:40,0.5
20221205 19:28:40,2.36
20221205 19:28:40,1.89
20221205 19:28:40,0.95
20221205 19:28:40,0.34
20221205 19:28:40,0.53
20221205 19:28:40,1.23
20221205 19:28:40,3.67
20221205 19:28:40,0.19
20221205 19:28:41,1.6
20221205 19:28:41,1.6
20221205 19:28:41,0.32
20221205 19:28:41,6.01
20221205 19:28:41,2.58
20221205 19:28:41,1.83
20221205 19:28:41,1
20221205 19:28:41,1.64
20221205 19:28:41,2.35
20221205 19:28:41,0.76
20221205 19:28:41,1.57
20221205 19:28:41,0.36
20221205 19:28:41,0.53
20221205 19:28:41,0.86
20221205 19:28:41,4.65
20221205 19:28:41,1.99
20221205 19:28:41,0.5
20221205 19:28:41,0.34
20221205 19:28:41,2.32
20221205 19:28:41,1.94
20221205 19:28:41,1.16
20221205 19:28:42,2.78
20221205 19:28:42,0.84
20221205 19:28:42,2.17
20221205 19:28:42,1.13
20221205 19:28:42,0.32
20221205 19:28:42,15.59
20221205 19:28:42,5.08
20221205 19:28:42,1.02
20221205 19:28:42,2.65
20221205 19:28:42,0.43
20221205 19:28:42,1.01
20221205 19:28:42,6.58
20221205 19:28:42,7.1
20221205 19:28:42,1.53
20221205 19:28:42,3.02
20221205 19:28:42,0.8
20221205 19:28:42,2.04
20221205 19:28:42,1.09
20221205 19:28:42,3.49
20221205 19:28:42,1.71
20221205 19:28:42,0.99
20221205 19:28:43,7.46
20221205 19:28:43,2.84
20221205 19:28:43,0.51
20221205 19:28:43,1.32
20221205 19:28:43,0.63
20221205 19:28:43,3.77
20221205 19:28:43,0.19
20221205 19:28:43,1.61
20221205 19:28:43,2.32
20221205 19:28:43,0.82
20221205 19:28:43,2.8
20221205 19:28:43,2.6
20221205 19:28:43,2.18
20221205 19:28:43,5.13
20221205 19:28:43,5.38
20221205 19:28:43,1.83
20221205 19:28:43,2.14
20221205 19:28:43,2.79
20221205 19:28:43,2.2
20221205 19:28:43,0.58
20221205 19:28:43,1
20221205 19:28:43,0.1
20221205 19:28:44,0.75
20221205 19:28:44,2.72
20221205 19:28:44,5.6
20221205 19:28:44,2.88
20221205 19:28:44,0.71
20221205 19:28:44,2.04
20221205 19:28:44,1
20221205 19:28:44,4.39
20221205 19:28:44,0.21
20221205 19:28:44,2.8
20221205 19:28:44,3.87
20221205 19:28:44,1.35
20221205 19:28:44,3.42
20221205 19:28:44,1.2
20221205 19:28:45,1.37
20221205 19:28:45,2.48
20221205 19:28:45,2.38
20221205 19:28:45,3.74
20221205 19:28:45,0.4
20221205 19:28:45,2.41
20221205 19:28:45,0.71
20221205 19:28:45,2.88
20221205 19:28:45,1.44
20221205 19:28:45,0.25
20221205 19:28:45,1.97
20221205 19:28:45,0.92
20221205 19:28:45,0.29
20221205 19:28:45,0.49
20221205 19:28:46,1.29
20221205 19:28:46,0.17
20221205 19:28:46,4.17
20221205 19:28:46,7.92
20221205 19:28:46,1.74
20221205 19:28:46,6.24
20221205 19:28:46,0.64
20221205 19:28:46,2.71
20221205 19:28:46,2.1
20221205 19:28:46,1.49
20221205 19:28:46,1.96
20221205 19:28:46,7.17
20221205 19:28:46,0.14
20221205 19:28:46,1.8
20221205 19:28:46,1.38
20221205 19:28:46,0.93
20221205 19:28:46,1.15
20221205 19:28:47,3.1
20221205 19:28:47,2.15
20221205 19:28:47,0.64
20221205 19:28:47,6.84
20221205 19:28:47,3.05
20221205 19:28:47,1.08
20221205 19:28:47,0.51
20221205 19:28:47,0.83
20221205 19:28:47,1.15
20221205 19:28:47,0.53
20221205 19:28:47,0.42
20221205 19:28:47,3.71
20221205 19:28:47,0.9
20221205 19:28:47,0.59
20221205 19:28:47,0.48
20221205 19:28:47,0.65
20221205 19:28:48,0.85
20221205 19:28:48,0.45
20221205 19:28:48,0.91
20221205 19:28:48,0.77
20221205 19:28:48,0.93
20221205 19:28:48,1.1
20221205 19:28:48,0.53
20221205 19:28:48,0.52
20221205 19:28:48,1.27
20221205 19:28:48,1.08
20221205 19:28:48,3.14
20221205 19:28:48,3.58
20221205 19:28:48,1.52
20221205 19:28:48,0.86
20221205 19:28:48,0.65
20221205 19:28:48,0.57
20221205 19:28:49,0.83
20221205 19:28:49,0.42
20221205 19:28:49,0.34
20221205 19:28:49,2.19
20221205 19:28:49,3.83
20221205 19:28:49,4.24
20221205 19:28:49,0.87
20221205 19:28:49,1.29
20221205 19:28:49,1.93
20221205 19:28:49,0.78
20221205 19:28:49,4.01
20221205 19:28:49,1.59
20221205 19:28:49,1.34
20221205 19:28:49,5.95
20221205 19:28:49,2.87
20221205 19:28:49,0.44
20221205 19:28:49,4.55
20221205 19:28:49,4.11
20221205 19:28:49,1.8
20221205 19:28:49,2.18
20221205 19:28:49,2.72
20221205 19:28:49,4.31
20221205 19:28:49,1.53
20221205 19:28:49,2.65
20221205 19:28:49,1.84
20221205 19:28:50,0.12
20221205 19:28:50,5.13
20221205 19:28:50,0.65
20221205 19:28:50,2.92
20221205 19:28:50,0.56
20221205 19:28:50,3.92
20221205 19:28:50,7.52
20221205 19:28:50,0.32
20221205 19:28:50,0.69
20221205 19:28:50,2.1
20221205 19:28:50,3.21
20221205 19:28:50,3.23
20221205 19:28:50,3.26
20221205 19:28:50,0.27
20221205 19:28:50,0.69
20221205 19:28:50,0.65
20221205 19:28:50,6.06
20221205 19:28:50,1.37
20221205 19:28:50,1.3
20221205 19:28:50,1.84
20221205 19:28:51,4.55
20221205 19:28:51,0.22
20221205 19:28:51,0.65
20221205 19:28:51,2.72
20221205 19:28:51,0.56
20221205 19:28:51,0.79
20221205 19:28:51,4.99
20221205 19:28:51,2.94
20221205 19:28:51,4.92
20221205 19:28:51,3.76
20221205 19:28:51,2.18
20221205 19:28:51,1.86
20221205 19:28:51,0.34
20221205 19:28:51,2.1
20221205 19:28:51,0.28
20221205 19:28:51,4.29
20221205 19:28:51,0.16
20221205 19:28:51,1.25
20221205 19:28:51,0.88
20221205 19:28:51,0.18
20221205 19:28:51,1.04
20221205 19:28:51,1.84
20221205 19:28:51,1.64
20221205 19:28:51,0.83
20221205 19:28:51,3.04
20221205 19:28:52,0.27
20221205 19:28:52,0.23
20221205 19:28:52,0.92
20221205 19:28:52,0.23
20221205 19:28:52,2.62
20221205 19:28:52,2.74
20221205 19:28:52,1.49
20221205 19:28:52,3.27
20221205 19:28:52,1.71
20221205 19:28:52,0.44
20221205 19:28:52,4.19
20221205 19:28:52,1.37
20221205 19:28:52,2.86
20221205 19:28:52,2.67
20221205 19:28:52,3.14
20221205 19:28:52,1.03
20221205 19:28:52,1.84
20221205 19:28:52,0.27
20221205 19:28:52,6.75
20221205 19:28:52,1.82
20221205 19:28:52,9.53
20221205 19:28:53,5.59
20221205 19:28:53,0.53
20221205 19:28:53,3.07
20221205 19:28:53,0.2
20221205 19:28:53,0.4
20221205 19:28:53,3.3
20221205 19:28:53,0.19
20221205 19:28:53,1.14
20221205 19:28:53,0.15
20221205 19:28:53,0.4
20221205 19:28:53,2.17
20221205 19:28:53,4.22
20221205 19:28:53,4.45
20221205 19:28:53,5.27
20221205 19:28:53,1.4
20221205 19:28:53,1.12
20221205 19:28:53,3.3
20221205 19:28:54,2.89
20221205 19:28:54,0.21
20221205 19:28:54,2.16
20221205 19:28:54,4.08
20221205 19:28:54,1.23
20221205 19:28:54,0.77
20221205 19:28:54,2.09
20221205 19:28:54,2.24
20221205 19:28:54,0.59
20221205 19:28:54,1.36
20221205 19:28:54,1.71
20221205 19:28:54,3.81
20221205 19:28:54,1.15
20221205 19:28:54,0.54
20221205 19:28:54,0.87
20221205 19:28:55,1.52
20221205 19:28:55,5.88
20221205 19:28:55,1.62
20221205 19:28:55,2.47
20221205 19:28:55,3.77
20221205 19:28:55,5.84
20221205 19:28:55,1
20221205 19:28:55,4.04
20221205 19:28:55,3.14
20221205 19:28:55,0.37
20221205 19:28:55,1
20221205 19:28:55,3.48
20221205 19:28:55,1.07
20221205 19:28:55,2.17
20221205 19:28:55,6.59
20221205 19:28:55,1.25
20221205 19:28:56,1.78
20221205 19:28:56,1.88
20221205 19:28:56,4.91
20221205 19:28:56,3.51
20221205 19:28:56,3.48
20221205 19:28:56,1
20221205 19:28:56,5.55
20221205 19:28:56,2.63
20221205 19:28:56,2.72
20221205 19:28:56,0.65
20221205 19:28:56,1.93
20221205 19:28:56,0.66
20221205 19:28:56,3.6
20221205 19:28:56,2.62
20221205 19:28:56,3.28
20221205 19:28:56,0.11
20221205 19:28:56,1.68
20221205 19:28:56,3.92
20221205 19:28:56,0.55
20221205 19:28:56,0.94
20221205 19:28:57,1.02
20221205 19:28:57,2.92
20221205 19:28:57,0.63
20221205 19:28:57,0.54
20221205 19:28:57,0.61
20221205 19:28:57,0.28
20221205 19:28:57,1.08
20221205 19:28:57,3.87
20221205 19:28:57,1.56
20221205 19:28:57,2.8
20221205 19:28:57,7.75
20221205 19:28:57,1.22
20221205 19:28:57,0.27
20221205 19:28:57,1.19
20221205 19:28:57,1.59
20221205 19:28:57,1.36
20221205 19:28:57,0.82
20221205 19:28:57,0.21
20221205 19:28:57,3.17
20221205 19:28:57,4.41
20221205 19:28:57,6.22
20221205 19:28:58,0.86
20221205 19:28:58,3.13
20221205 19:28:58,5.09
20221205 19:28:58,6.25
20221205 19:28:58,1.73
20221205 19:28:58,3
20221205 19:28:58,1.1
20221205 19:28:58,2.02
20221205 19:28:58,1.1
20221205 19:28:58,0.99
20221205 19:28:58,4.2
20221205 19:28:58,0.6
20221205 19:28:58,2.38
20221205 19:28:59,2.09
20221205 19:28:59,2.53
20221205 19:28:59,0.18
20221205 19:28:59,3.26
20221205 19:28:59,0.8
20221205 19:28:59,1.01
20221205 19:28:59,3.02
