μ子数据
开始时间,19:22:03
测量时间,592.6
μ子衰变数,10330
μ子通量数,1718
日期时间,μ子寿命
20221205 19:27:07,5.66
20221205 19:27:07,4.37
20221205 19:27:07,8.35
20221205 19:27:07,4.65
20221205 19:27:07,1.93
20221205 19:27:07,7.55
20221205 19:27:07,0.47
20221205 19:27:07,2.17
20221205 19:27:07,0.19
20221205 19:27:07,1.97
20221205 19:27:07,1.65
20221205 19:27:07,2.31
20221205 19:27:07,3.39
20221205 19:27:07,0.1
20221205 19:27:07,1.9
20221205 19:27:07,1.42
20221205 19:27:08,4.29
20221205 19:27:08,0.66
20221205 19:27:08,2
20221205 19:27:08,0.23
20221205 19:27:08,3.25
20221205 19:27:08,1.61
20221205 19:27:08,0.35
20221205 19:27:08,0.72
20221205 19:27:08,5.48
20221205 19:27:08,2.43
20221205 19:27:08,0.37
20221205 19:27:08,0.11
20221205 19:27:08,4.94
20221205 19:27:08,0.18
20221205 19:27:08,12.71
20221205 19:27:08,1
20221205 19:27:08,0.83
20221205 19:27:08,4.81
20221205 19:27:08,0.44
20221205 19:27:08,2.65
20221205 19:27:08,2.49
20221205 19:27:08,1.47
20221205 19:27:09,1.77
20221205 19:27:09,0.88
20221205 19:27:09,0.59
20221205 19:27:09,0.23
20221205 19:27:09,4.01
20221205 19:27:09,2.88
20221205 19:27:09,1.32
20221205 19:27:09,1.46
20221205 19:27:09,3.76
20221205 19:27:09,0.47
20221205 19:27:09,2.12
20221205 19:27:10,1.15
20221205 19:27:10,0.18
20221205 19:27:10,10.54
20221205 19:27:10,1.33
20221205 19:27:10,1.39
20221205 19:27:10,4.98
20221205 19:27:10,2.65
20221205 19:27:10,0.51
20221205 19:27:10,1.04
20221205 19:27:10,0.95
20221205 19:27:10,0.71
20221205 19:27:10,1.26
20221205 19:27:10,1.24
20221205 19:27:11,1.26
20221205 19:27:11,1.14
20221205 19:27:11,2.85
20221205 19:27:11,0.15
20221205 19:27:11,2.76
20221205 19:27:11,7.2
20221205 19:27:11,0.49
20221205 19:27:11,1.14
20221205 19:27:11,8.32
20221205 19:27:11,0.57
20221205 19:27:11,0.18
20221205 19:27:11,2.31
20221205 19:27:11,1.76
20221205 19:27:11,1.31
20221205 19:27:11,0.38
20221205 19:27:11,3.44
20221205 19:27:11,1.81
20221205 19:27:11,4.08
20221205 19:27:11,5.47
20221205 19:27:12,0.75
20221205 19:27:12,0.97
20221205 19:27:12,4.74
20221205 19:27:12,1.81
20221205 19:27:12,3.79
20221205 19:27:12,1.57
20221205 19:27:12,0.72
20221205 19:27:12,1.84
20221205 19:27:12,1.32
20221205 19:27:12,1.15
20221205 19:27:12,2.11
20221205 19:27:12,5.3
20221205 19:27:12,0.36
20221205 19:27:12,1.16
20221205 19:27:13,0.83
20221205 19:27:13,2.61
20221205 19:27:13,1.96
20221205 19:27:13,0.55
20221205 19:27:13,0.96
20221205 19:27:13,1.94
20221205 19:27:13,1.45
20221205 19:27:13,0.53
20221205 19:27:13,6.59
20221205 19:27:13,1.55
20221205 19:27:13,3.71
20221205 19:27:13,3.45
20221205 19:27:13,0.62
20221205 19:27:13,0.89
20221205 19:27:13,5.95
20221205 19:27:13,1.89
20221205 19:27:13,0.82
20221205 19:27:13,1.49
20221205 19:27:13,0.14
20221205 19:27:13,0.23
20221205 19:27:13,0.82
20221205 19:27:14,7.4
20221205 19:27:14,1.28
20221205 19:27:14,1.52
20221205 19:27:14,0.65
20221205 19:27:14,3.37
20221205 19:27:14,3.33
20221205 19:27:14,0.71
20221205 19:27:14,1.32
20221205 19:27:14,2.13
20221205 19:27:14,0.71
20221205 19:27:14,0.46
20221205 19:27:14,2.02
20221205 19:27:14,2.19
20221205 19:27:14,4.06
20221205 19:27:14,0.64
20221205 19:27:14,3.29
20221205 19:27:14,0.36
20221205 19:27:14,5.1
20221205 19:27:14,4.3
20221205 19:27:14,4.03
20221205 19:27:15,0.91
20221205 19:27:15,0.33
20221205 19:27:15,4.39
20221205 19:27:15,0.71
20221205 19:27:15,0.49
20221205 19:27:15,2.71
20221205 19:27:15,3.29
20221205 19:27:15,6.76
20221205 19:27:15,0.34
20221205 19:27:15,8.71
20221205 19:27:15,4.01
20221205 19:27:15,2.37
20221205 19:27:15,1.39
20221205 19:27:15,1.54
20221205 19:27:15,7.19
20221205 19:27:15,0.27
20221205 19:27:15,0.15
20221205 19:27:15,0.67
20221205 19:27:15,1.23
20221205 19:27:15,0.53
20221205 19:27:15,0.43
20221205 19:27:15,0.42
20221205 19:27:16,0.74
20221205 19:27:16,3.88
20221205 19:27:16,2.16
20221205 19:27:16,11.22
20221205 19:27:16,1.36
20221205 19:27:16,0.95
20221205 19:27:16,3.41
20221205 19:27:16,0.94
20221205 19:27:16,5.19
20221205 19:27:16,4.59
20221205 19:27:16,2.93
20221205 19:27:16,0.38
20221205 19:27:16,3.28
20221205 19:27:16,1.3
20221205 19:27:16,3.98
20221205 19:27:16,3.95
20221205 19:27:16,1.59
20221205 19:27:16,2.3
20221205 19:27:16,2.71
20221205 19:27:17,0.63
20221205 19:27:17,0.2
20221205 19:27:17,1.76
20221205 19:27:17,0.51
20221205 19:27:17,2.13
20221205 19:27:17,0.14
20221205 19:27:17,1.01
20221205 19:27:17,0.27
20221205 19:27:17,12.53
20221205 19:27:17,1.47
20221205 19:27:17,0.96
20221205 19:27:17,2.45
20221205 19:27:17,1.22
20221205 19:27:17,0.59
20221205 19:27:18,2.94
20221205 19:27:18,1.15
20221205 19:27:18,1.31
20221205 19:27:18,0.36
20221205 19:27:18,3.21
20221205 19:27:18,7.97
20221205 19:27:18,5.26
20221205 19:27:18,0.59
20221205 19:27:18,1.49
20221205 19:27:18,7.48
20221205 19:27:18,2.49
20221205 19:27:18,2.48
20221205 19:27:18,0.98
20221205 19:27:18,8.57
20221205 19:27:18,5.61
20221205 19:27:19,2.11
20221205 19:27:19,0.85
20221205 19:27:19,7.82
20221205 19:27:19,1.27
20221205 19:27:19,4.21
20221205 19:27:19,3.47
20221205 19:27:19,1.43
20221205 19:27:19,5.48
20221205 19:27:19,9.24
20221205 19:27:19,5.56
20221205 19:27:19,0.87
20221205 19:27:19,0.73
20221205 19:27:19,0.28
20221205 19:27:19,1.6
20221205 19:27:19,3.45
20221205 19:27:19,1.53
20221205 19:27:19,0.46
20221205 19:27:19,2.43
20221205 19:27:19,2.54
20221205 19:27:20,0.17
20221205 19:27:20,1.56
20221205 19:27:20,0.34
20221205 19:27:20,0.65
20221205 19:27:20,6.26
20221205 19:27:20,0.51
20221205 19:27:20,4.63
20221205 19:27:20,0.9
20221205 19:27:20,2.89
20221205 19:27:20,1.03
20221205 19:27:20,1.55
20221205 19:27:20,0.36
20221205 19:27:20,0.36
20221205 19:27:20,2.86
20221205 19:27:20,2.8
20221205 19:27:20,1.7
20221205 19:27:20,0.69
20221205 19:27:20,0.1
20221205 19:27:20,9.47
20221205 19:27:20,2.06
20221205 19:27:20,0.48
20221205 19:27:20,0.24
20221205 19:27:21,0.22
20221205 19:27:21,1.63
20221205 19:27:21,3.11
20221205 19:27:21,0.93
20221205 19:27:21,0.57
20221205 19:27:21,0.52
20221205 19:27:21,1.01
20221205 19:27:21,0.24
20221205 19:27:21,0.74
20221205 19:27:21,1.78
20221205 19:27:21,1.66
20221205 19:27:21,3.08
20221205 19:27:21,1.94
20221205 19:27:21,1.16
20221205 19:27:21,0.95
20221205 19:27:22,1.59
20221205 19:27:22,0.71
20221205 19:27:22,0.61
20221205 19:27:22,5.7
20221205 19:27:22,3.1
20221205 19:27:22,4.11
20221205 19:27:22,2.43
20221205 19:27:22,1.98
20221205 19:27:22,2.47
20221205 19:27:22,1.48
20221205 19:27:22,1.81
20221205 19:27:22,1.53
20221205 19:27:22,3.1
20221205 19:27:22,4.13
20221205 19:27:22,1.07
20221205 19:27:22,0.2
20221205 19:27:23,2.86
20221205 19:27:23,3.94
20221205 19:27:23,1.61
20221205 19:27:23,3.33
20221205 19:27:23,0.34
20221205 19:27:23,0.33
20221205 19:27:23,0.46
20221205 19:27:23,4.38
20221205 19:27:23,1.19
20221205 19:27:23,0.71
20221205 19:27:23,4.29
20221205 19:27:23,0.31
20221205 19:27:23,1.88
20221205 19:27:23,0.78
20221205 19:27:23,1.03
20221205 19:27:23,0.17
20221205 19:27:23,0.89
20221205 19:27:23,2.46
20221205 19:27:23,1.37
20221205 19:27:23,1.26
20221205 19:27:23,0.25
20221205 19:27:23,1.11
20221205 19:27:23,0.27
20221205 19:27:23,3.25
20221205 19:27:23,1.35
20221205 19:27:23,2.09
20221205 19:27:24,1.26
20221205 19:27:24,3.91
20221205 19:27:24,4.68
20221205 19:27:24,6.14
20221205 19:27:24,2.55
20221205 19:27:24,0.36
20221205 19:27:24,2.36
20221205 19:27:24,1.11
20221205 19:27:24,2.84
20221205 19:27:24,0.31
20221205 19:27:24,0.28
20221205 19:27:24,2.14
20221205 19:27:24,2.42
20221205 19:27:25,6.6
20221205 19:27:25,1.03
20221205 19:27:25,0.2
20221205 19:27:25,1.26
20221205 19:27:25,1.25
20221205 19:27:25,5.06
20221205 19:27:25,1.67
20221205 19:27:25,3.22
20221205 19:27:25,2.2
20221205 19:27:25,12.23
20221205 19:27:25,7.36
20221205 19:27:25,2.64
20221205 19:27:25,4.71
20221205 19:27:25,0.67
20221205 19:27:25,3.25
20221205 19:27:25,0.7
20221205 19:27:25,0.85
20221205 19:27:25,4.66
20221205 19:27:25,0.65
20221205 19:27:25,1.23
20221205 19:27:25,3.45
20221205 19:27:26,0.64
20221205 19:27:26,7.53
20221205 19:27:26,1.23
20221205 19:27:26,0.55
20221205 19:27:26,0.52
20221205 19:27:26,1.97
20221205 19:27:26,1.16
20221205 19:27:26,2.01
20221205 19:27:26,1.11
20221205 19:27:26,0.76
20221205 19:27:26,0.41
20221205 19:27:26,0.24
20221205 19:27:26,0.15
20221205 19:27:26,0.12
20221205 19:27:26,0.39
20221205 19:27:26,4.52
20221205 19:27:26,2.32
20221205 19:27:26,0.82
20221205 19:27:27,1.54
20221205 19:27:27,3.19
20221205 19:27:27,0.46
20221205 19:27:27,1.03
20221205 19:27:27,2.21
20221205 19:27:27,1.84
20221205 19:27:27,4.19
20221205 19:27:27,3.82
20221205 19:27:27,5.72
20221205 19:27:27,1.69
20221205 19:27:27,0.28
20221205 19:27:27,3.03
20221205 19:27:27,5.29
20221205 19:27:27,2.91
20221205 19:27:27,2.74
20221205 19:27:27,0.59
20221205 19:27:27,1.19
20221205 19:27:27,1.06
20221205 19:27:28,6.65
20221205 19:27:28,0.21
20221205 19:27:28,1.18
20221205 19:27:28,0.56
20221205 19:27:28,1.78
20221205 19:27:28,0.33
20221205 19:27:28,1.59
20221205 19:27:28,1.42
20221205 19:27:28,0.68
20221205 19:27:28,6.16
20221205 19:27:28,0.19
20221205 19:27:28,2.2
20221205 19:27:28,5.91
20221205 19:27:28,4.27
20221205 19:27:28,5.42
20221205 19:27:28,1.76
20221205 19:27:28,1.37
20221205 19:27:28,3.76
20221205 19:27:28,4.43
20221205 19:27:28,2.25
20221205 19:27:28,1.21
20221205 19:27:28,1.81
20221205 19:27:28,0.66
20221205 19:27:28,10.27
20221205 19:27:28,0.58
20221205 19:27:28,1.99
20221205 19:27:29,0.21
20221205 19:27:29,2.35
20221205 19:27:29,0.54
20221205 19:27:29,0.85
20221205 19:27:29,0.23
20221205 19:27:29,5.45
20221205 19:27:29,0.19
20221205 19:27:29,1.73
20221205 19:27:29,6.39
20221205 19:27:29,1.43
20221205 19:27:29,1.87
20221205 19:27:29,4
20221205 19:27:29,0.18
20221205 19:27:29,0.15
20221205 19:27:29,3.34
20221205 19:27:29,2.2
20221205 19:27:29,5.01
20221205 19:27:29,1.78
20221205 19:27:30,5.34
20221205 19:27:30,5.92
20221205 19:27:30,3.56
20221205 19:27:30,0.27
20221205 19:27:30,1.78
20221205 19:27:30,0.14
20221205 19:27:30,0.23
20221205 19:27:30,1.08
20221205 19:27:30,1.43
20221205 19:27:30,2.05
20221205 19:27:30,7.98
20221205 19:27:30,0.12
20221205 19:27:30,0.66
20221205 19:27:30,2.21
20221205 19:27:31,5.22
20221205 19:27:31,0.16
20221205 19:27:31,0.37
20221205 19:27:31,1.91
20221205 19:27:31,2.16
20221205 19:27:31,1.95
20221205 19:27:31,1.83
20221205 19:27:31,0.21
20221205 19:27:31,5.7
20221205 19:27:31,1.13
20221205 19:27:31,0.97
20221205 19:27:31,0.13
20221205 19:27:31,0.6
20221205 19:27:32,2.24
20221205 19:27:32,2.12
20221205 19:27:32,0.23
20221205 19:27:32,3.21
20221205 19:27:32,0.93
20221205 19:27:32,2.03
20221205 19:27:32,0.94
20221205 19:27:32,3.18
20221205 19:27:32,4.9
20221205 19:27:32,2.04
20221205 19:27:32,2.67
20221205 19:27:32,2.05
20221205 19:27:32,9.4
20221205 19:27:32,0.19
20221205 19:27:32,0.28
20221205 19:27:32,0.12
20221205 19:27:32,1.7
20221205 19:27:32,1.59
20221205 19:27:33,1.05
20221205 19:27:33,2.57
20221205 19:27:33,2.28
20221205 19:27:33,6.8
20221205 19:27:33,0.11
20221205 19:27:33,1.6
20221205 19:27:33,1.12
20221205 19:27:33,0.96
20221205 19:27:33,0.12
20221205 19:27:33,1.35
20221205 19:27:34,1.58
20221205 19:27:34,1.62
20221205 19:27:34,0.26
20221205 19:27:34,0.65
20221205 19:27:34,3.41
20221205 19:27:34,0.23
20221205 19:27:34,0.31
20221205 19:27:34,0.34
20221205 19:27:34,0.75
20221205 19:27:34,5.82
20221205 19:27:34,3.69
20221205 19:27:34,1.36
20221205 19:27:34,0.64
20221205 19:27:34,5.47
20221205 19:27:34,1.14
20221205 19:27:34,1.1
20221205 19:27:34,3.38
20221205 19:27:34,0.14
20221205 19:27:35,1.64
20221205 19:27:35,0.93
20221205 19:27:35,1.03
20221205 19:27:35,1.46
20221205 19:27:35,1.87
20221205 19:27:35,2.96
20221205 19:27:35,1.38
20221205 19:27:35,3.5
20221205 19:27:35,0.1
20221205 19:27:36,1.94
20221205 19:27:36,5.77
20221205 19:27:36,1.83
20221205 19:27:36,3.49
20221205 19:27:36,0.89
20221205 19:27:36,4.63
20221205 19:27:36,2.86
20221205 19:27:36,4.45
20221205 19:27:36,5.88
20221205 19:27:36,1.01
20221205 19:27:36,3.82
20221205 19:27:36,0.65
20221205 19:27:37,0.37
20221205 19:27:37,1.62
20221205 19:27:37,2.85
20221205 19:27:37,0.7
20221205 19:27:37,3.33
20221205 19:27:37,4.07
20221205 19:27:37,6.46
20221205 19:27:37,1.26
20221205 19:27:37,2.11
20221205 19:27:37,3.53
20221205 19:27:37,1.31
20221205 19:27:37,2.4
20221205 19:27:37,0.28
20221205 19:27:37,1.74
20221205 19:27:37,1.33
20221205 19:27:37,2.12
20221205 19:27:37,0.31
20221205 19:27:38,1.29
20221205 19:27:38,2.28
20221205 19:27:38,2
20221205 19:27:38,1.97
20221205 19:27:38,1.52
20221205 19:27:38,1.07
20221205 19:27:38,2.26
20221205 19:27:38,6.37
20221205 19:27:38,0.43
20221205 19:27:38,0.66
20221205 19:27:38,0.59
20221205 19:27:38,2.26
20221205 19:27:38,0.58
20221205 19:27:38,1.06
20221205 19:27:39,0.3
20221205 19:27:39,3.32
20221205 19:27:39,5.68
20221205 19:27:39,1.41
20221205 19:27:39,1.16
20221205 19:27:39,2.18
20221205 19:27:39,2.4
20221205 19:27:39,3.82
20221205 19:27:39,6.51
20221205 19:27:39,2.72
20221205 19:27:39,0.2
20221205 19:27:39,0.25
20221205 19:27:39,0.14
20221205 19:27:39,1.06
20221205 19:27:39,7.6
20221205 19:27:40,2.49
20221205 19:27:40,1.76
20221205 19:27:40,0.87
20221205 19:27:40,0.97
20221205 19:27:40,3.89
20221205 19:27:40,0.76
20221205 19:27:40,9.17
20221205 19:27:40,1.76
20221205 19:27:40,0.21
20221205 19:27:40,1.42
20221205 19:27:40,1.57
20221205 19:27:40,0.17
20221205 19:27:40,0.13
20221205 19:27:40,1.39
20221205 19:27:40,3.54
20221205 19:27:40,1.22
20221205 19:27:40,0.65
20221205 19:27:40,2.74
20221205 19:27:40,2.08
20221205 19:27:40,0.16
20221205 19:27:41,0.31
20221205 19:27:41,4.13
20221205 19:27:41,1.05
20221205 19:27:41,0.78
20221205 19:27:41,1.37
20221205 19:27:41,0.36
20221205 19:27:41,1.71
20221205 19:27:41,1.83
20221205 19:27:41,0.27
20221205 19:27:41,0.68
20221205 19:27:41,2.78
20221205 19:27:41,2.89
20221205 19:27:41,1.86
20221205 19:27:41,6.66
20221205 19:27:42,7.07
20221205 19:27:42,0.8
20221205 19:27:42,1.67
20221205 19:27:42,1.98
20221205 19:27:42,7.61
20221205 19:27:42,1.49
20221205 19:27:42,0.66
20221205 19:27:42,1.52
20221205 19:27:42,2.21
20221205 19:27:42,5.04
20221205 19:27:42,1.03
20221205 19:27:42,3.13
20221205 19:27:42,0.13
20221205 19:27:42,2.14
20221205 19:27:42,3.84
20221205 19:27:42,1.02
20221205 19:27:42,1.68
20221205 19:27:42,0.25
20221205 19:27:43,5.92
20221205 19:27:43,0.76
20221205 19:27:43,0.95
20221205 19:27:43,9.91
20221205 19:27:43,1.06
20221205 19:27:43,0.45
20221205 19:27:43,1.52
20221205 19:27:43,0.21
20221205 19:27:43,1.32
20221205 19:27:43,1.07
20221205 19:27:43,5.49
20221205 19:27:43,0.55
20221205 19:27:43,0.93
20221205 19:27:43,4.4
20221205 19:27:43,2.43
20221205 19:27:43,0.23
20221205 19:27:43,0.88
20221205 19:27:44,1.37
20221205 19:27:44,1.69
20221205 19:27:44,1.06
20221205 19:27:44,1.13
20221205 19:27:44,1.44
20221205 19:27:44,5.75
20221205 19:27:44,1.87
20221205 19:27:44,0.43
20221205 19:27:44,8.11
20221205 19:27:44,2.76
20221205 19:27:44,2.47
20221205 19:27:44,2.94
20221205 19:27:44,4.3
20221205 19:27:44,0.39
20221205 19:27:44,0.2
20221205 19:27:45,1.22
20221205 19:27:45,2.25
20221205 19:27:45,2.36
20221205 19:27:45,1.96
20221205 19:27:45,2.4
20221205 19:27:45,2.16
20221205 19:27:45,0.79
20221205 19:27:45,4.87
20221205 19:27:45,7.22
20221205 19:27:45,1.88
20221205 19:27:45,0.17
20221205 19:27:46,6.25
20221205 19:27:46,0.64
20221205 19:27:46,0.82
20221205 19:27:46,0.86
20221205 19:27:46,1.39
20221205 19:27:46,1.18
20221205 19:27:46,0.9
20221205 19:27:46,3.47
20221205 19:27:46,0.25
20221205 19:27:46,6.5
20221205 19:27:46,2.84
20221205 19:27:46,0.18
20221205 19:27:46,0.13
20221205 19:27:46,2.12
20221205 19:27:46,1.25
20221205 19:27:46,3.26
20221205 19:27:47,0.5
20221205 19:27:47,0.65
20221205 19:27:47,2.77
20221205 19:27:47,0.6
20221205 19:27:47,0.91
20221205 19:27:47,2.18
20221205 19:27:47,2.75
20221205 19:27:47,2.22
20221205 19:27:47,2.35
20221205 19:27:47,0.17
20221205 19:27:48,1.16
20221205 19:27:48,2.32
20221205 19:27:48,8.9
20221205 19:27:48,2.68
20221205 19:27:48,2.01
20221205 19:27:48,2.68
20221205 19:27:48,8.34
20221205 19:27:48,4.44
20221205 19:27:48,2.21
20221205 19:27:48,0.68
20221205 19:27:48,0.79
20221205 19:27:48,5.18
20221205 19:27:48,1.15
20221205 19:27:48,0.77
20221205 19:27:48,0.2
20221205 19:27:49,3.15
20221205 19:27:49,4.54
20221205 19:27:49,7.47
20221205 19:27:49,2.47
20221205 19:27:49,0.32
20221205 19:27:49,5.94
20221205 19:27:49,1.5
20221205 19:27:49,2.45
20221205 19:27:49,10.73
20221205 19:27:49,1.13
20221205 19:27:49,1.11
20221205 19:27:49,0.27
20221205 19:27:49,0.54
20221205 19:27:49,2.8
20221205 19:27:49,1.28
20221205 19:27:49,1.49
20221205 19:27:50,0.9
20221205 19:27:50,0.47
20221205 19:27:50,0.81
20221205 19:27:50,4.88
20221205 19:27:50,1.93
20221205 19:27:50,0.41
20221205 19:27:50,2.22
20221205 19:27:50,3.96
20221205 19:27:50,1.29
20221205 19:27:50,5.47
20221205 19:27:50,3.25
20221205 19:27:50,0.25
20221205 19:27:50,1.82
20221205 19:27:50,1.12
20221205 19:27:50,1.29
20221205 19:27:50,1.69
20221205 19:27:50,0.59
20221205 19:27:50,1.29
20221205 19:27:51,0.93
20221205 19:27:51,0.7
20221205 19:27:51,0.36
20221205 19:27:51,6.64
20221205 19:27:51,3.32
20221205 19:27:51,1.43
20221205 19:27:51,0.38
20221205 19:27:51,0.22
20221205 19:27:51,1.65
20221205 19:27:51,0.54
20221205 19:27:51,2.14
20221205 19:27:51,2.67
20221205 19:27:51,0.33
20221205 19:27:51,10.04
20221205 19:27:51,1.53
20221205 19:27:51,2.67
20221205 19:27:51,0.14
20221205 19:27:51,2.11
20221205 19:27:51,2.51
20221205 19:27:51,4.65
20221205 19:27:52,0.54
20221205 19:27:52,6.2
20221205 19:27:52,0.36
20221205 19:27:52,2.06
20221205 19:27:52,1.77
20221205 19:27:52,0.24
20221205 19:27:52,3.01
20221205 19:27:52,2.97
20221205 19:27:52,0.69
20221205 19:27:52,0.88
20221205 19:27:52,1.9
20221205 19:27:52,8.25
20221205 19:27:52,0.47
20221205 19:27:52,0.94
20221205 19:27:52,2.04
20221205 19:27:52,1.47
20221205 19:27:52,3.43
20221205 19:27:52,0.11
20221205 19:27:52,1.61
20221205 19:27:52,1.13
20221205 19:27:52,0.28
20221205 19:27:52,0.7
20221205 19:27:52,4.88
20221205 19:27:52,0.33
20221205 19:27:53,4.64
20221205 19:27:53,2.06
20221205 19:27:53,0.67
20221205 19:27:53,0.56
20221205 19:27:53,1.71
20221205 19:27:53,0.82
20221205 19:27:53,0.63
20221205 19:27:53,3.58
20221205 19:27:53,1.38
20221205 19:27:53,0.78
20221205 19:27:53,0.86
20221205 19:27:53,1.24
20221205 19:27:53,0.35
20221205 19:27:53,1.85
20221205 19:27:53,2.32
20221205 19:27:53,0.57
20221205 19:27:53,8.43
20221205 19:27:53,2.24
20221205 19:27:54,5.5
20221205 19:27:54,2.35
20221205 19:27:54,2.34
20221205 19:27:54,1.15
20221205 19:27:54,2.88
20221205 19:27:54,1.87
20221205 19:27:54,2.27
20221205 19:27:54,1.05
20221205 19:27:54,4.97
20221205 19:27:54,1.56
20221205 19:27:54,5.42
20221205 19:27:54,1.51
20221205 19:27:54,0.66
20221205 19:27:54,1.1
20221205 19:27:54,0.33
20221205 19:27:54,0.2
20221205 19:27:54,1.65
20221205 19:27:55,0.42
20221205 19:27:55,1.13
20221205 19:27:55,0.25
20221205 19:27:55,0.17
20221205 19:27:55,1.45
20221205 19:27:55,1.92
20221205 19:27:55,2.84
20221205 19:27:55,2.43
20221205 19:27:55,4.76
20221205 19:27:55,1.44
20221205 19:27:55,1.63
20221205 19:27:55,2.67
20221205 19:27:55,2.13
20221205 19:27:55,0.31
20221205 19:27:55,0.15
20221205 19:27:55,2.32
20221205 19:27:55,0.61
20221205 19:27:55,2.05
20221205 19:27:55,3.18
20221205 19:27:55,2.93
20221205 19:27:55,6.77
20221205 19:27:56,0.32
20221205 19:27:56,0.21
20221205 19:27:56,0.34
20221205 19:27:56,0.34
20221205 19:27:56,3.51
20221205 19:27:56,1.18
20221205 19:27:56,3.93
20221205 19:27:56,2.26
20221205 19:27:56,5.51
20221205 19:27:56,6.32
20221205 19:27:56,0.61
20221205 19:27:56,3.84
20221205 19:27:56,6.65
20221205 19:27:56,1.64
20221205 19:27:56,0.1
20221205 19:27:56,1.7
20221205 19:27:56,0.15
20221205 19:27:56,3.61
20221205 19:27:56,0.31
20221205 19:27:57,0.29
20221205 19:27:57,1.68
20221205 19:27:57,0.84
20221205 19:27:57,5.86
20221205 19:27:57,1.41
20221205 19:27:57,1.26
20221205 19:27:57,3.5
20221205 19:27:57,0.42
20221205 19:27:57,9.7
20221205 19:27:57,5.73
20221205 19:27:57,1.37
20221205 19:27:57,0.26
20221205 19:27:57,0.54
20221205 19:27:57,5.99
20221205 19:27:57,1.61
20221205 19:27:57,2.61
20221205 19:27:57,0.29
20221205 19:27:57,0.11
20221205 19:27:57,0.45
20221205 19:27:57,1.33
20221205 19:27:57,0.31
20221205 19:27:57,1.77
20221205 19:27:57,4.13
20221205 19:27:57,1.18
20221205 19:27:58,1.23
20221205 19:27:58,0.82
20221205 19:27:58,1.31
20221205 19:27:58,0.59
20221205 19:27:58,1.96
20221205 19:27:58,1.29
20221205 19:27:58,1.35
20221205 19:27:58,0.47
20221205 19:27:58,5.31
20221205 19:27:58,0.38
20221205 19:27:58,4.05
20221205 19:27:58,1.96
20221205 19:27:58,2.58
20221205 19:27:58,5.47
20221205 19:27:58,1.06
20221205 19:27:58,1.19
20221205 19:27:58,2.58
20221205 19:27:58,6.14
20221205 19:27:59,0.91
20221205 19:27:59,2.6
20221205 19:27:59,1.14
20221205 19:27:59,2.3
20221205 19:27:59,4.42
20221205 19:27:59,3.79
20221205 19:27:59,0.81
20221205 19:27:59,2.15
20221205 19:27:59,0.16
20221205 19:27:59,5.08
20221205 19:27:59,7.78
20221205 19:27:59,0.57
20221205 19:27:59,2.55
20221205 19:27:59,0.59
20221205 19:27:59,2.82
20221205 19:27:59,7.57
20221205 19:27:59,1.01
20221205 19:27:59,0.35
20221205 19:27:59,1.42
20221205 19:28:00,1.43
20221205 19:28:00,1.22
20221205 19:28:00,0.48
20221205 19:28:00,0.21
20221205 19:28:00,4.39
20221205 19:28:00,9.05
20221205 19:28:00,9.96
20221205 19:28:00,1.22
20221205 19:28:00,2.82
20221205 19:28:00,0.5
20221205 19:28:00,1.65
20221205 19:28:00,0.26
20221205 19:28:00,0.79
20221205 19:28:00,0.14
20221205 19:28:00,7.47
20221205 19:28:00,6.56
20221205 19:28:00,0.53
20221205 19:28:00,4.11
20221205 19:28:00,1.48
20221205 19:28:00,0.76
20221205 19:28:01,9.41
20221205 19:28:01,5.29
20221205 19:28:01,1.6
20221205 19:28:01,2.27
20221205 19:28:01,2
20221205 19:28:01,5.31
20221205 19:28:01,1.17
20221205 19:28:01,0.12
20221205 19:28:01,1.03
20221205 19:28:01,1.57
20221205 19:28:01,3.31
20221205 19:28:01,6.81
20221205 19:28:01,2.52
20221205 19:28:01,6.66
20221205 19:28:01,0.67
20221205 19:28:01,5
20221205 19:28:01,2.4
20221205 19:28:01,0.4
20221205 19:28:02,4.71
20221205 19:28:02,1.01
20221205 19:28:02,4.97
20221205 19:28:02,1.22
20221205 19:28:02,8.58
20221205 19:28:02,2
20221205 19:28:02,2.12
20221205 19:28:02,3.74
20221205 19:28:02,2.5
20221205 19:28:02,1.4
20221205 19:28:02,0.92
20221205 19:28:03,2.45
20221205 19:28:03,0.53
20221205 19:28:03,1.82
20221205 19:28:03,0.12
20221205 19:28:03,3.56
20221205 19:28:03,0.1
20221205 19:28:03,0.44
20221205 19:28:03,4.62
20221205 19:28:03,1
20221205 19:28:03,2.13
20221205 19:28:03,4.53
20221205 19:28:03,4.45
20221205 19:28:03,0.69
20221205 19:28:03,1.75
20221205 19:28:03,3.15
20221205 19:28:04,0.19
20221205 19:28:04,3.13
20221205 19:28:04,0.78
20221205 19:28:04,2.54
20221205 19:28:04,0.86
20221205 19:28:04,3.05
20221205 19:28:04,0.56
20221205 19:28:04,1.12
20221205 19:28:04,3.68
20221205 19:28:04,0.69
20221205 19:28:04,2.23
20221205 19:28:04,4.04
20221205 19:28:04,0.25
20221205 19:28:04,4.18
20221205 19:28:04,0.41
20221205 19:28:04,0.52
20221205 19:28:04,0.19
20221205 19:28:04,1.34
20221205 19:28:04,2.03
20221205 19:28:04,1.34
20221205 19:28:05,0.86
20221205 19:28:05,0.45
20221205 19:28:05,1.98
20221205 19:28:05,0.53
