通道一计数表：,,,通道二计数表：,,
ID,计数时长(s),计数,ID,计数时长(s),计数
2022,0.1,4,,,
2023,0.1,6,,,
2024,0.1,3,,,
2025,0.1,3,,,
2026,0.1,8,,,
2027,0.1,5,,,
2028,0.1,4,,,
2029,0.1,3,,,
2030,0.1,5,,,
2031,0.1,4,,,
2032,0.1,3,,,
2033,0.1,2,,,
2034,0.1,8,,,
2035,0.1,3,,,
2036,0.1,5,,,
2037,0.1,2,,,
2038,0.1,4,,,
2039,0.1,8,,,
2040,0.1,6,,,
2041,0.1,2,,,
2042,0.1,4,,,
2043,0.1,7,,,
2044,0.1,6,,,
2045,0.1,5,,,
2046,0.1,4,,,
2047,0.1,4,,,
2048,0.1,4,,,
2049,0.1,3,,,
2050,0.1,5,,,
2051,0.1,4,,,
2052,0.1,4,,,
2053,0.1,1,,,
2054,0.1,8,,,
2055,0.1,3,,,
2056,0.1,7,,,
2057,0.1,5,,,
2058,0.1,8,,,
2059,0.1,6,,,
2060,0.1,4,,,
2061,0.1,7,,,
2062,0.1,7,,,
2063,0.1,10,,,
2064,0.1,4,,,
2065,0.1,3,,,
2066,0.1,4,,,
2067,0.1,6,,,
2068,0.1,6,,,
2069,0.1,3,,,
2070,0.1,3,,,
2071,0.1,5,,,
2072,0.1,6,,,
2073,0.1,4,,,
2074,0.1,5,,,
2075,0.1,6,,,
2076,0.1,4,,,
2077,0.1,4,,,
2078,0.1,4,,,
2079,0.1,3,,,
2080,0.1,6,,,
2081,0.1,7,,,
2082,0.1,3,,,
2083,0.1,5,,,
2084,0.1,7,,,
2085,0.1,7,,,
2086,0.1,5,,,
2087,0.1,9,,,
2088,0.1,3,,,
2089,0.1,3,,,
2090,0.1,3,,,
2091,0.1,5,,,
2092,0.1,3,,,
2093,0.1,6,,,
2094,0.1,4,,,
2095,0.1,4,,,
2096,0.1,8,,,
2097,0.1,2,,,
2098,0.1,5,,,
2099,0.1,7,,,
2100,0.1,7,,,
2101,0.1,4,,,
2102,0.1,2,,,
2103,0.1,6,,,
2104,0.1,8,,,
2105,0.1,4,,,
2106,0.1,5,,,
2107,0.1,3,,,
2108,0.1,5,,,
2109,0.1,4,,,
2110,0.1,3,,,
2111,0.1,7,,,
2112,0.1,4,,,
2113,0.1,7,,,
2114,0.1,5,,,
2115,0.1,4,,,
2116,0.1,11,,,
2117,0.1,6,,,
2118,0.1,3,,,
2119,0.1,3,,,
2120,0.1,3,,,
2121,0.1,3,,,
2122,0.1,5,,,
2123,0.1,8,,,
2124,0.1,6,,,
2125,0.1,7,,,
2126,0.1,2,,,
2127,0.1,3,,,
2128,0.1,5,,,
2129,0.1,2,,,
2130,0.1,1,,,
2131,0.1,5,,,
2132,0.1,6,,,
2133,0.1,3,,,
2134,0.1,4,,,
2135,0.1,7,,,
2136,0.1,9,,,
2137,0.1,7,,,
2138,0.1,6,,,
2139,0.1,4,,,
2140,0.1,7,,,
2141,0.1,11,,,
2142,0.1,0,,,
2143,0.1,4,,,
2144,0.1,7,,,
2145,0.1,9,,,
2146,0.1,3,,,
2147,0.1,4,,,
2148,0.1,4,,,
2149,0.1,3,,,
2150,0.1,2,,,
2151,0.1,8,,,
2152,0.1,4,,,
2153,0.1,7,,,
2154,0.1,2,,,
2155,0.1,9,,,
2156,0.1,7,,,
2157,0.1,4,,,
2158,0.1,4,,,
2159,0.1,2,,,
2160,0.1,8,,,
2161,0.1,9,,,
2162,0.1,2,,,
2163,0.1,3,,,
2164,0.1,2,,,
2165,0.1,5,,,
2166,0.1,4,,,
2167,0.1,6,,,
2168,0.1,3,,,
2169,0.1,5,,,
2170,0.1,5,,,
2171,0.1,7,,,
2172,0.1,5,,,
2173,0.1,3,,,
2174,0.1,5,,,
2175,0.1,7,,,
2176,0.1,9,,,
2177,0.1,5,,,
2178,0.1,6,,,
2179,0.1,2,,,
2180,0.1,2,,,
2181,0.1,6,,,
2182,0.1,1,,,
2183,0.1,3,,,
2184,0.1,3,,,
2185,0.1,2,,,
2186,0.1,7,,,
2187,0.1,4,,,
2188,0.1,3,,,
2189,0.1,3,,,
2190,0.1,7,,,
2191,0.1,8,,,
2192,0.1,6,,,
2193,0.1,6,,,
2194,0.1,8,,,
2195,0.1,6,,,
2196,0.1,3,,,
2197,0.1,4,,,
2198,0.1,9,,,
2199,0.1,4,,,
2200,0.1,2,,,
2201,0.1,4,,,
2202,0.1,4,,,
2203,0.1,4,,,
2204,0.1,5,,,
2205,0.1,7,,,
2206,0.1,4,,,
2207,0.1,6,,,
2208,0.1,2,,,
2209,0.1,10,,,
2210,0.1,5,,,
2211,0.1,4,,,
2212,0.1,1,,,
2213,0.1,6,,,
2214,0.1,7,,,
2215,0.1,2,,,
2216,0.1,5,,,
2217,0.1,4,,,
2218,0.1,4,,,
2219,0.1,7,,,
2220,0.1,2,,,
2221,0.1,10,,,
2222,0.1,10,,,
2223,0.1,6,,,
2224,0.1,5,,,
2225,0.1,6,,,
2226,0.1,5,,,
2227,0.1,3,,,
2228,0.1,5,,,
2229,0.1,4,,,
2230,0.1,6,,,
2231,0.1,8,,,
2232,0.1,6,,,
2233,0.1,5,,,
2234,0.1,6,,,
2235,0.1,8,,,
2236,0.1,6,,,
2237,0.1,6,,,
2238,0.1,5,,,
2239,0.1,4,,,
2240,0.1,2,,,
2241,0.1,7,,,
2242,0.1,5,,,
2243,0.1,11,,,
2244,0.1,9,,,
2245,0.1,6,,,
2246,0.1,2,,,
2247,0.1,5,,,
2248,0.1,5,,,
2249,0.1,5,,,
2250,0.1,1,,,
2251,0.1,10,,,
2252,0.1,10,,,
2253,0.1,9,,,
2254,0.1,4,,,
2255,0.1,3,,,
2256,0.1,6,,,
2257,0.1,8,,,
2258,0.1,7,,,
2259,0.1,6,,,
2260,0.1,4,,,
2261,0.1,3,,,
2262,0.1,4,,,
2263,0.1,6,,,
2264,0.1,2,,,
2265,0.1,5,,,
2266,0.1,3,,,
2267,0.1,3,,,
2268,0.1,3,,,
2269,0.1,3,,,
2270,0.1,5,,,
2271,0.1,5,,,
2272,0.1,2,,,
2273,0.1,9,,,
2274,0.1,4,,,
2275,0.1,7,,,
2276,0.1,5,,,
2277,0.1,9,,,
2278,0.1,6,,,
2279,0.1,6,,,
2280,0.1,4,,,
2281,0.1,5,,,
2282,0.1,8,,,
2283,0.1,3,,,
2284,0.1,7,,,
2285,0.1,7,,,
2286,0.1,6,,,
2287,0.1,3,,,
2288,0.1,7,,,
2289,0.1,2,,,
2290,0.1,4,,,
2291,0.1,1,,,
2292,0.1,8,,,
2293,0.1,7,,,
2294,0.1,2,,,
2295,0.1,7,,,
2296,0.1,4,,,
2297,0.1,7,,,
2298,0.1,0,,,
2299,0.1,3,,,
2300,0.1,8,,,
2301,0.1,12,,,
2302,0.1,11,,,
2303,0.1,3,,,
2304,0.1,5,,,
2305,0.1,9,,,
2306,0.1,7,,,
2307,0.1,5,,,
2308,0.1,5,,,
2309,0.1,10,,,
2310,0.1,5,,,
2311,0.1,7,,,
2312,0.1,6,,,
2313,0.1,4,,,
2314,0.1,6,,,
2315,0.1,3,,,
2316,0.1,5,,,
2317,0.1,9,,,
2318,0.1,1,,,
2319,0.1,3,,,
2320,0.1,3,,,
2321,0.1,3,,,
2322,0.1,5,,,
2323,0.1,4,,,
2324,0.1,7,,,
2325,0.1,6,,,
2326,0.1,7,,,
2327,0.1,6,,,
2328,0.1,4,,,
2329,0.1,6,,,
2330,0.1,5,,,
2331,0.1,2,,,
2332,0.1,3,,,
2333,0.1,5,,,
2334,0.1,3,,,
2335,0.1,3,,,
2336,0.1,1,,,
2337,0.1,8,,,
2338,0.1,5,,,
2339,0.1,5,,,
2340,0.1,6,,,
2341,0.1,6,,,
2342,0.1,4,,,
2343,0.1,6,,,
2344,0.1,2,,,
2345,0.1,9,,,
2346,0.1,6,,,
2347,0.1,3,,,
2348,0.1,3,,,
2349,0.1,3,,,
2350,0.1,5,,,
2351,0.1,7,,,
2352,0.1,3,,,
2353,0.1,4,,,
2354,0.1,5,,,
2355,0.1,6,,,
2356,0.1,5,,,
2357,0.1,2,,,
2358,0.1,5,,,
2359,0.1,4,,,
2360,0.1,5,,,
2361,0.1,5,,,
2362,0.1,7,,,
2363,0.1,5,,,
2364,0.1,4,,,
2365,0.1,3,,,
2366,0.1,5,,,
2367,0.1,3,,,
2368,0.1,6,,,
2369,0.1,7,,,
2370,0.1,7,,,
2371,0.1,4,,,
2372,0.1,5,,,
2373,0.1,5,,,
2374,0.1,8,,,
2375,0.1,3,,,
2376,0.1,5,,,
2377,0.1,5,,,
2378,0.1,3,,,
2379,0.1,5,,,
2380,0.1,4,,,
2381,0.1,6,,,
2382,0.1,7,,,
2383,0.1,4,,,
2384,0.1,6,,,
2385,0.1,5,,,
2386,0.1,1,,,
2387,0.1,5,,,
2388,0.1,5,,,
2389,0.1,5,,,
2390,0.1,4,,,
2391,0.1,4,,,
2392,0.1,2,,,
2393,0.1,6,,,
2394,0.1,7,,,
2395,0.1,4,,,
2396,0.1,6,,,
2397,0.1,5,,,
2398,0.1,9,,,
2399,0.1,3,,,
2400,0.1,6,,,
2401,0.1,4,,,
2402,0.1,4,,,
2403,0.1,6,,,
2404,0.1,7,,,
2405,0.1,6,,,
2406,0.1,4,,,
2407,0.1,6,,,
2408,0.1,4,,,
2409,0.1,6,,,
2410,0.1,4,,,
2411,0.1,5,,,
2412,0.1,3,,,
2413,0.1,5,,,
2414,0.1,4,,,
2415,0.1,5,,,
2416,0.1,5,,,
2417,0.1,6,,,
2418,0.1,1,,,
2419,0.1,8,,,
2420,0.1,7,,,
2421,0.1,4,,,
2422,0.1,7,,,
2423,0.1,1,,,
2424,0.1,8,,,
2425,0.1,3,,,
2426,0.1,4,,,
2427,0.1,4,,,
2428,0.1,1,,,
2429,0.1,7,,,
2430,0.1,4,,,
2431,0.1,5,,,
2432,0.1,7,,,
2433,0.1,4,,,
2434,0.1,3,,,
2435,0.1,5,,,
2436,0.1,9,,,
2437,0.1,5,,,
2438,0.1,4,,,
2439,0.1,3,,,
2440,0.1,3,,,
2441,0.1,5,,,
2442,0.1,5,,,
2443,0.1,7,,,
2444,0.1,3,,,
2445,0.1,5,,,
2446,0.1,9,,,
2447,0.1,6,,,
2448,0.1,7,,,
2449,0.1,6,,,
2450,0.1,3,,,
2451,0.1,5,,,
2452,0.1,1,,,
2453,0.1,8,,,
2454,0.1,5,,,
2455,0.1,5,,,
2456,0.1,3,,,
2457,0.1,2,,,
2458,0.1,3,,,
2459,0.1,6,,,
2460,0.1,2,,,
2461,0.1,3,,,
2462,0.1,3,,,
2463,0.1,6,,,
2464,0.1,5,,,
2465,0.1,7,,,
2466,0.1,5,,,
2467,0.1,4,,,
2468,0.1,4,,,
2469,0.1,5,,,
2470,0.1,3,,,
2471,0.1,3,,,
2472,0.1,4,,,
2473,0.1,4,,,
2474,0.1,5,,,
2475,0.1,7,,,
2476,0.1,7,,,
2477,0.1,6,,,
2478,0.1,7,,,
2479,0.1,7,,,
2480,0.1,6,,,
2481,0.1,3,,,
2482,0.1,12,,,
2483,0.1,2,,,
2484,0.1,3,,,
2485,0.1,10,,,
2486,0.1,3,,,
2487,0.1,7,,,
2488,0.1,5,,,
2489,0.1,3,,,
2490,0.1,6,,,
2491,0.1,5,,,
2492,0.1,1,,,
2493,0.1,2,,,
2494,0.1,9,,,
2495,0.1,4,,,
2496,0.1,4,,,
2497,0.1,3,,,
2498,0.1,3,,,
2499,0.1,2,,,
2500,0.1,2,,,
2501,0.1,1,,,
2502,0.1,5,,,
2503,0.1,6,,,
2504,0.1,8,,,
2505,0.1,5,,,
2506,0.1,3,,,
2507,0.1,1,,,
2508,0.1,3,,,
2509,0.1,5,,,
2510,0.1,7,,,
2511,0.1,5,,,
2512,0.1,10,,,
2513,0.1,6,,,
2514,0.1,8,,,
2515,0.1,5,,,
2516,0.1,4,,,
2517,0.1,3,,,
2518,0.1,1,,,
2519,0.1,2,,,
2520,0.1,3,,,
2521,0.1,4,,,
2522,0.1,8,,,
2523,0.1,6,,,
2524,0.1,5,,,
2525,0.1,6,,,
2526,0.1,8,,,
2527,0.1,7,,,
2528,0.1,5,,,
2529,0.1,5,,,
2530,0.1,7,,,
2531,0.1,3,,,
2532,0.1,6,,,
2533,0.1,10,,,
2534,0.1,13,,,
2535,0.1,2,,,
2536,0.1,11,,,
2537,0.1,4,,,
2538,0.1,5,,,
2539,0.1,6,,,
2540,0.1,5,,,
2541,0.1,5,,,
2542,0.1,4,,,
2543,0.1,4,,,
2544,0.1,3,,,
2545,0.1,5,,,
2546,0.1,5,,,
2547,0.1,6,,,
2548,0.1,3,,,
2549,0.1,6,,,
2550,0.1,3,,,
2551,0.1,4,,,
2552,0.1,3,,,
2553,0.1,3,,,
2554,0.1,6,,,
2555,0.1,4,,,
2556,0.1,4,,,
2557,0.1,5,,,
2558,0.1,3,,,
2559,0.1,8,,,
2560,0.1,7,,,
2561,0.1,7,,,
2562,0.1,6,,,
2563,0.1,5,,,
2564,0.1,8,,,
2565,0.1,8,,,
2566,0.1,7,,,
2567,0.1,4,,,
2568,0.1,1,,,
2569,0.1,7,,,
2570,0.1,2,,,
2571,0.1,5,,,
2572,0.1,5,,,
2573,0.1,3,,,
2574,0.1,4,,,
2575,0.1,6,,,
2576,0.1,7,,,
2577,0.1,5,,,
2578,0.1,6,,,
2579,0.1,4,,,
2580,0.1,5,,,
2581,0.1,3,,,
2582,0.1,8,,,
2583,0.1,4,,,
2584,0.1,5,,,
2585,0.1,5,,,
2586,0.1,4,,,
2587,0.1,3,,,
2588,0.1,1,,,
2589,0.1,7,,,
2590,0.1,1,,,
2591,0.1,7,,,
2592,0.1,3,,,
2593,0.1,5,,,
2594,0.1,3,,,
2595,0.1,10,,,
2596,0.1,7,,,
2597,0.1,8,,,
2598,0.1,2,,,
2599,0.1,6,,,
2600,0.1,2,,,
2601,0.1,5,,,
2602,0.1,6,,,
2603,0.1,6,,,
2604,0.1,6,,,
2605,0.1,3,,,
2606,0.1,3,,,
2607,0.1,7,,,
2608,0.1,5,,,
2609,0.1,5,,,
2610,0.1,7,,,
2611,0.1,9,,,
2612,0.1,4,,,
2613,0.1,7,,,
2614,0.1,3,,,
2615,0.1,8,,,
2616,0.1,5,,,
2617,0.1,3,,,
2618,0.1,7,,,
2619,0.1,6,,,
2620,0.1,7,,,
2621,0.1,7,,,
2622,0.1,5,,,
2623,0.1,3,,,
2624,0.1,5,,,
2625,0.1,4,,,
2626,0.1,8,,,
2627,0.1,8,,,
2628,0.1,4,,,
2629,0.1,3,,,
2630,0.1,6,,,
2631,0.1,11,,,
2632,0.1,2,,,
2633,0.1,2,,,
2634,0.1,4,,,
2635,0.1,3,,,
2636,0.1,8,,,
2637,0.1,4,,,
2638,0.1,4,,,
2639,0.1,3,,,
2640,0.1,5,,,
2641,0.1,5,,,
2642,0.1,4,,,
2643,0.1,2,,,
2644,0.1,5,,,
2645,0.1,6,,,
2646,0.1,7,,,
2647,0.1,5,,,
2648,0.1,3,,,
2649,0.1,0,,,
2650,0.1,11,,,
2651,0.1,7,,,
2652,0.1,4,,,
2653,0.1,7,,,
2654,0.1,3,,,
2655,0.1,7,,,
2656,0.1,7,,,
2657,0.1,9,,,
2658,0.1,3,,,
2659,0.1,3,,,
2660,0.1,5,,,
2661,0.1,2,,,
2662,0.1,4,,,
2663,0.1,3,,,
2664,0.1,6,,,
2665,0.1,6,,,
2666,0.1,7,,,
2667,0.1,3,,,
2668,0.1,4,,,
2669,0.1,6,,,
2670,0.1,9,,,
2671,0.1,5,,,
2672,0.1,4,,,
2673,0.1,6,,,
2674,0.1,4,,,
2675,0.1,3,,,
2676,0.1,3,,,
2677,0.1,7,,,
2678,0.1,6,,,
2679,0.1,8,,,
2680,0.1,7,,,
2681,0.1,4,,,
2682,0.1,3,,,
2683,0.1,6,,,
2684,0.1,3,,,
2685,0.1,6,,,
2686,0.1,6,,,
2687,0.1,3,,,
2688,0.1,9,,,
2689,0.1,4,,,
2690,0.1,6,,,
2691,0.1,3,,,
2692,0.1,6,,,
2693,0.1,2,,,
2694,0.1,4,,,
2695,0.1,6,,,
2696,0.1,6,,,
2697,0.1,1,,,
2698,0.1,7,,,
2699,0.1,4,,,
2700,0.1,3,,,
2701,0.1,7,,,
2702,0.1,5,,,
2703,0.1,3,,,
2704,0.1,5,,,
2705,0.1,5,,,
2706,0.1,3,,,
2707,0.1,3,,,
2708,0.1,4,,,
2709,0.1,3,,,
2710,0.1,3,,,
2711,0.1,7,,,
2712,0.1,6,,,
2713,0.1,8,,,
2714,0.1,3,,,
2715,0.1,2,,,
2716,0.1,7,,,
2717,0.1,7,,,
2718,0.1,6,,,
2719,0.1,6,,,
2720,0.1,2,,,
2721,0.1,8,,,
2722,0.1,1,,,
2723,0.1,7,,,
2724,0.1,11,,,
2725,0.1,8,,,
2726,0.1,6,,,
2727,0.1,8,,,
2728,0.1,4,,,
2729,0.1,8,,,
2730,0.1,5,,,
2731,0.1,8,,,
2732,0.1,4,,,
2733,0.1,5,,,
2734,0.1,2,,,
2735,0.1,1,,,
2736,0.1,6,,,
2737,0.1,7,,,
2738,0.1,7,,,
2739,0.1,7,,,
2740,0.1,7,,,
2741,0.1,8,,,
2742,0.1,6,,,
2743,0.1,4,,,
2744,0.1,7,,,
2745,0.1,3,,,
2746,0.1,5,,,
2747,0.1,5,,,
2748,0.1,5,,,
2749,0.1,6,,,
2750,0.1,3,,,
2751,0.1,4,,,
2752,0.1,4,,,
2753,0.1,3,,,
2754,0.1,6,,,
2755,0.1,5,,,
2756,0.1,8,,,
2757,0.1,9,,,
2758,0.1,8,,,
2759,0.1,6,,,
2760,0.1,3,,,
2761,0.1,5,,,
2762,0.1,3,,,
2763,0.1,3,,,
2764,0.1,6,,,
2765,0.1,5,,,
2766,0.1,5,,,
2767,0.1,2,,,
2768,0.1,4,,,
2769,0.1,3,,,
2770,0.1,6,,,
2771,0.1,8,,,
2772,0.1,10,,,
2773,0.1,5,,,
2774,0.1,5,,,
2775,0.1,6,,,
2776,0.1,3,,,
2777,0.1,4,,,
2778,0.1,10,,,
2779,0.1,6,,,
2780,0.1,3,,,
2781,0.1,5,,,
2782,0.1,5,,,
2783,0.1,7,,,
2784,0.1,3,,,
2785,0.1,6,,,
2786,0.1,4,,,
2787,0.1,2,,,
2788,0.1,2,,,
2789,0.1,6,,,
2790,0.1,4,,,
2791,0.1,5,,,
2792,0.1,4,,,
2793,0.1,9,,,
2794,0.1,7,,,
2795,0.1,2,,,
2796,0.1,1,,,
2797,0.1,4,,,
2798,0.1,5,,,
2799,0.1,1,,,
2800,0.1,3,,,
2801,0.1,3,,,
2802,0.1,1,,,
2803,0.1,5,,,
2804,0.1,3,,,
2805,0.1,8,,,
2806,0.1,5,,,
2807,0.1,9,,,
2808,0.1,4,,,
2809,0.1,7,,,
2810,0.1,10,,,
2811,0.1,5,,,
2812,0.1,2,,,
2813,0.1,8,,,
2814,0.1,4,,,
2815,0.1,4,,,
2816,0.1,7,,,
2817,0.1,6,,,
2818,0.1,10,,,
2819,0.1,3,,,
2820,0.1,4,,,
2821,0.1,5,,,
2822,0.1,3,,,
2823,0.1,4,,,
2824,0.1,4,,,
2825,0.1,6,,,
2826,0.1,4,,,
2827,0.1,3,,,
2828,0.1,8,,,
2829,0.1,5,,,
2830,0.1,5,,,
2831,0.1,6,,,
2832,0.1,4,,,
2833,0.1,5,,,
2834,0.1,6,,,
2835,0.1,6,,,
2836,0.1,5,,,
2837,0.1,4,,,
2838,0.1,7,,,
2839,0.1,8,,,
2840,0.1,6,,,
2841,0.1,4,,,
2842,0.1,2,,,
2843,0.1,5,,,
2844,0.1,2,,,
2845,0.1,3,,,
2846,0.1,5,,,
2847,0.1,9,,,
2848,0.1,6,,,
2849,0.1,3,,,
2850,0.1,1,,,
2851,0.1,6,,,
2852,0.1,1,,,
2853,0.1,9,,,
2854,0.1,8,,,
2855,0.1,2,,,
2856,0.1,7,,,
2857,0.1,4,,,
2858,0.1,7,,,
2859,0.1,7,,,
2860,0.1,5,,,
2861,0.1,9,,,
2862,0.1,2,,,
2863,0.1,6,,,
2864,0.1,4,,,
2865,0.1,2,,,
2866,0.1,2,,,
2867,0.1,4,,,
2868,0.1,6,,,
2869,0.1,5,,,
2870,0.1,2,,,
2871,0.1,1,,,
2872,0.1,2,,,
2873,0.1,6,,,
2874,0.1,3,,,
2875,0.1,6,,,
2876,0.1,2,,,
2877,0.1,6,,,
2878,0.1,7,,,
2879,0.1,6,,,
2880,0.1,5,,,
2881,0.1,7,,,
2882,0.1,6,,,
2883,0.1,2,,,
2884,0.1,2,,,
2885,0.1,8,,,
2886,0.1,8,,,
2887,0.1,7,,,
2888,0.1,6,,,
2889,0.1,6,,,
2890,0.1,4,,,
2891,0.1,7,,,
2892,0.1,9,,,
2893,0.1,6,,,
2894,0.1,6,,,
2895,0.1,6,,,
2896,0.1,5,,,
2897,0.1,1,,,
2898,0.1,8,,,
2899,0.1,9,,,
2900,0.1,5,,,
2901,0.1,10,,,
2902,0.1,4,,,
2903,0.1,3,,,
2904,0.1,10,,,
2905,0.1,3,,,
2906,0.1,10,,,
2907,0.1,4,,,
2908,0.1,5,,,
2909,0.1,4,,,
2910,0.1,0,,,
2911,0.1,6,,,
2912,0.1,4,,,
2913,0.1,4,,,
2914,0.1,3,,,
2915,0.1,2,,,
2916,0.1,4,,,
2917,0.1,4,,,
2918,0.1,5,,,
2919,0.1,8,,,
2920,0.1,7,,,
2921,0.1,2,,,
2922,0.1,3,,,
2923,0.1,3,,,
2924,0.1,9,,,
2925,0.1,3,,,
2926,0.1,5,,,
2927,0.1,2,,,
2928,0.1,3,,,
2929,0.1,10,,,
2930,0.1,6,,,
2931,0.1,8,,,
2932,0.1,8,,,
2933,0.1,4,,,
2934,0.1,6,,,
2935,0.1,2,,,
2936,0.1,5,,,
2937,0.1,2,,,
2938,0.1,2,,,
2939,0.1,6,,,
2940,0.1,7,,,
2941,0.1,2,,,
2942,0.1,7,,,
2943,0.1,9,,,
2944,0.1,8,,,
2945,0.1,7,,,
2946,0.1,1,,,
2947,0.1,7,,,
2948,0.1,6,,,
2949,0.1,4,,,
2950,0.1,9,,,
2951,0.1,3,,,
2952,0.1,7,,,
2953,0.1,7,,,
2954,0.1,4,,,
2955,0.1,4,,,
2956,0.1,7,,,
2957,0.1,5,,,
2958,0.1,3,,,
2959,0.1,6,,,
2960,0.1,3,,,
2961,0.1,4,,,
2962,0.1,6,,,
2963,0.1,6,,,
2964,0.1,4,,,
2965,0.1,6,,,
2966,0.1,7,,,
2967,0.1,4,,,
2968,0.1,4,,,
2969,0.1,6,,,
2970,0.1,4,,,
2971,0.1,1,,,
2972,0.1,5,,,
2973,0.1,6,,,
2974,0.1,6,,,
2975,0.1,3,,,
2976,0.1,3,,,
2977,0.1,10,,,
2978,0.1,0,,,
2979,0.1,3,,,
2980,0.1,8,,,
2981,0.1,4,,,
2982,0.1,7,,,
2983,0.1,3,,,
2984,0.1,5,,,
2985,0.1,5,,,
2986,0.1,3,,,
2987,0.1,3,,,
2988,0.1,1,,,
2989,0.1,5,,,
2990,0.1,3,,,
2991,0.1,3,,,
2992,0.1,6,,,
2993,0.1,2,,,
2994,0.1,7,,,
2995,0.1,8,,,
2996,0.1,4,,,
2997,0.1,9,,,
2998,0.1,5,,,
2999,0.1,4,,,
3000,0.1,3,,,
3001,0.1,3,,,
3002,0.1,5,,,
3003,0.1,6,,,
3004,0.1,4,,,
3005,0.1,6,,,
3006,0.1,4,,,
3007,0.1,4,,,
3008,0.1,2,,,
3009,0.1,3,,,
3010,0.1,2,,,
3011,0.1,3,,,
3012,0.1,8,,,
3013,0.1,7,,,
3014,0.1,6,,,
3015,0.1,7,,,
3016,0.1,7,,,
3017,0.1,10,,,
3018,0.1,5,,,
3019,0.1,3,,,
3020,0.1,7,,,
3021,0.1,5,,,
3022,0.1,4,,,
3023,0.1,3,,,
3024,0.1,3,,,
3025,0.1,6,,,
3026,0.1,5,,,
3027,0.1,7,,,
3028,0.1,3,,,
3029,0.1,6,,,
3030,0.1,3,,,
3031,0.1,4,,,
3032,0.1,5,,,
3033,0.1,5,,,
3034,0.1,7,,,
3035,0.1,3,,,
3036,0.1,2,,,
3037,0.1,6,,,
3038,0.1,2,,,
3039,0.1,0,,,
3040,0.1,6,,,
3041,0.1,2,,,
3042,0.1,3,,,
3043,0.1,4,,,
3044,0.1,3,,,
3045,0.1,8,,,
3046,0.1,8,,,
3047,0.1,4,,,
3048,0.1,2,,,
3049,0.1,4,,,
3050,0.1,4,,,
3051,0.1,8,,,
3052,0.1,3,,,
3053,0.1,5,,,
3054,0.1,4,,,
3055,0.1,6,,,
3056,0.1,1,,,
3057,0.1,2,,,
3058,0.1,4,,,
3059,0.1,3,,,
3060,0.1,10,,,
3061,0.1,5,,,
3062,0.1,5,,,
3063,0.1,4,,,
3064,0.1,6,,,
3065,0.1,2,,,
3066,0.1,7,,,
3067,0.1,7,,,
3068,0.1,4,,,
3069,0.1,3,,,
3070,0.1,7,,,
3071,0.1,7,,,
3072,0.1,3,,,
3073,0.1,0,,,
3074,0.1,3,,,
3075,0.1,8,,,
3076,0.1,7,,,
3077,0.1,1,,,
3078,0.1,3,,,
3079,0.1,5,,,
3080,0.1,3,,,
3081,0.1,8,,,
3082,0.1,6,,,
3083,0.1,3,,,
3084,0.1,7,,,
3085,0.1,2,,,
3086,0.1,7,,,
3087,0.1,3,,,
3088,0.1,5,,,
3089,0.1,5,,,
3090,0.1,6,,,
3091,0.1,7,,,
3092,0.1,5,,,
3093,0.1,4,,,
3094,0.1,4,,,
3095,0.1,2,,,
3096,0.1,4,,,
3097,0.1,4,,,
3098,0.1,3,,,
3099,0.1,7,,,
3100,0.1,3,,,
3101,0.1,2,,,
3102,0.1,1,,,
3103,0.1,2,,,
3104,0.1,7,,,
3105,0.1,2,,,
3106,0.1,6,,,
3107,0.1,5,,,
3108,0.1,8,,,
3109,0.1,8,,,
3110,0.1,5,,,
3111,0.1,3,,,
3112,0.1,9,,,
3113,0.1,7,,,
3114,0.1,11,,,
3115,0.1,3,,,
3116,0.1,8,,,
3117,0.1,3,,,
3118,0.1,3,,,
3119,0.1,5,,,
3120,0.1,7,,,
3121,0.1,7,,,
3122,0.1,8,,,
3123,0.1,8,,,
3124,0.1,4,,,
3125,0.1,4,,,
3126,0.1,3,,,
3127,0.1,6,,,
3128,0.1,6,,,
3129,0.1,9,,,
3130,0.1,4,,,
3131,0.1,3,,,
3132,0.1,5,,,
3133,0.1,5,,,
3134,0.1,7,,,
3135,0.1,6,,,
3136,0.1,5,,,
3137,0.1,9,,,
3138,0.1,2,,,
3139,0.1,3,,,
3140,0.1,6,,,
3141,0.1,7,,,
3142,0.1,6,,,
3143,0.1,3,,,
3144,0.1,1,,,
3145,0.1,6,,,
3146,0.1,7,,,
3147,0.1,5,,,
3148,0.1,4,,,
3149,0.1,5,,,
3150,0.1,6,,,
3151,0.1,5,,,
3152,0.1,3,,,
3153,0.1,3,,,
3154,0.1,3,,,
3155,0.1,1,,,
3156,0.1,3,,,
3157,0.1,1,,,
3158,0.1,5,,,
3159,0.1,3,,,
3160,0.1,5,,,
3161,0.1,4,,,
3162,0.1,6,,,
3163,0.1,7,,,
3164,0.1,5,,,
3165,0.1,6,,,
3166,0.1,7,,,
3167,0.1,2,,,
3168,0.1,2,,,
3169,0.1,7,,,
3170,0.1,1,,,
3171,0.1,5,,,
3172,0.1,3,,,
3173,0.1,4,,,
3174,0.1,5,,,
3175,0.1,1,,,
3176,0.1,5,,,
3177,0.1,4,,,
3178,0.1,11,,,
3179,0.1,5,,,
3180,0.1,10,,,
3181,0.1,2,,,
3182,0.1,5,,,
3183,0.1,5,,,
